Region,Local_date,Time zone,DF,D,NG,TI,Sum (NG),NG: COL,NG: NG,NG: NUC,NG: OIL,NG: WAT,NG: SUN,NG: WND,NG: OTH,NG: UNK,Sum (Trade),Sum (Imports),Sum (Exports),CAN,MEX,CO2 Factor: COL,CO2 Factor: NG,CO2 Factor: OIL,Positive Gen from COL,Positive Gen from NG,Positive Gen from OIL,CO2 Emissions: COL,CO2 Emissions: NG,CO2 Emissions: OIL,CO2 Emissions: Other,CO2 Emissions Generated,CO2 Emissions Imported,CO2 Emissions Exported,CO2 Emissions Consumed,Positive Generation,Consumed Electricity,CO2 Emissions Intensity for Generated Electricity,CO2 Emissions Intensity for Consumed Electricity
US48,04Nov2022,Eastern,"9,860,285","10,101,884","9,953,965","-63,124","9,951,124","1,615,238","3,584,133","1,931,415","23,386","542,356","274,298","1,755,580","224,717",,"-79,987","95,833","15,846","-83,782","3,795",2.26,0.91,2.04,"1,615,301","3,584,230","23,419","1,656,680","1,474,294","21,640","18,271","3,170,884","30,617","3,621","3,197,880","9,976,057","10,056,044",0.70,0.70
US48,05Nov2022,Eastern,"9,335,846","9,426,283","9,289,250","-38,745","9,281,407","1,425,092","3,233,423","1,917,736","22,534","467,543","269,235","1,711,538","234,305",,"-71,890","90,943","19,053","-72,252",362,2.26,0.91,2.04,"1,425,540","3,233,572","22,562","1,462,058","1,330,059","20,848","17,704","2,830,668","27,797","4,129","2,854,336","9,287,389","9,359,279",0.67,0.67
US48,06Nov2022,Eastern,"9,648,484","9,899,954","9,766,935","-70,572","9,738,786","1,472,498","3,614,571","1,999,378","27,404","524,740","285,067","1,568,529","246,599",,"-81,494","89,231","7,737","-81,798",304,2.26,0.91,2.04,"1,472,908","3,614,667","27,430","1,510,638","1,486,813","25,346","17,880","3,040,678","28,039","3,162","3,065,555","9,766,380","9,847,874",0.69,0.69
US48,07Nov2022,Eastern,"10,134,670","10,319,416","10,202,432","-63,506","10,188,773","1,662,413","4,173,662","1,938,949","25,567","584,735","252,709","1,295,606","255,132",,"-88,934","103,823","14,889","-87,922","-1,012",2.26,0.91,2.04,"1,662,769","4,173,736","25,590","1,705,363","1,716,774","23,646","16,697","3,462,480","35,247","3,469","3,494,259","10,205,821","10,294,755",0.75,0.75
US48,08Nov2022,Eastern,"10,189,467","10,260,521","10,160,571","-59,145","10,169,015","1,547,577","3,833,113","1,952,831","24,851","588,857","246,900","1,739,552","235,333",,"-89,328","97,224","7,896","-88,043","-1,285",2.26,0.91,2.04,"1,547,922","3,833,204","24,874","1,587,575","1,576,704","22,984","18,397","3,205,660","30,618","3,509","3,232,769","10,192,005","10,281,333",0.69,0.69
US48,09Nov2022,Eastern,"10,106,294","10,217,899","10,104,405","-64,636","10,102,063","1,611,560","3,673,565","1,982,538","25,629","582,158","239,019","1,752,502","235,092",,"-84,702","102,700","17,998","-85,474",772,2.26,0.91,2.04,"1,611,921","3,673,668","25,656","1,653,213","1,511,082","23,707","18,493","3,206,495","32,475","4,475","3,234,495","10,122,298","10,207,000",0.70,0.70
US48,10Nov2022,Eastern,"10,063,331","10,097,325","9,990,394","-48,791","9,987,019","1,576,594","3,662,144","1,993,001","23,595","587,498","255,367","1,645,940","242,880",,"-69,949","93,436","23,487","-68,487","-1,462",2.26,0.91,2.04,"1,576,947","3,662,219","23,625","1,617,343","1,506,373","21,830","18,225","3,163,771","29,501","5,097","3,188,175","10,004,025","10,073,974",0.70,0.70
US48,11Nov2022,Eastern,"10,078,074","10,159,888","10,046,019","-79,026","10,044,802","1,668,902","3,654,255","1,999,032","23,592","615,048","219,124","1,625,250","239,598",,"-96,919","103,282","6,363","-97,242",323,2.26,0.91,2.04,"1,669,247","3,654,327","23,616","1,712,008","1,503,127","21,822","18,125","3,255,082","33,433","2,267","3,286,248","10,062,481","10,159,400",0.71,0.71
US48,12Nov2022,Eastern,"9,770,623","9,885,372","9,763,190","-86,742","9,760,102","1,957,674","3,769,035","2,026,446","22,795","553,292","301,209","894,140","235,511",,"-95,308","101,466","6,158","-94,381",-927,2.26,0.91,2.04,"1,958,299","3,769,081","22,820","2,008,464","1,550,328","21,086","15,487","3,595,365","37,352","2,412","3,630,305","9,779,029","9,874,337",0.81,0.81
US48,13Nov2022,Eastern,"10,059,885","10,140,797","10,010,210","-97,574","10,007,143","1,938,472","3,665,746","2,060,111","22,519","567,117","296,187","1,236,997","219,995",,"-95,767","100,068","4,301","-95,636",-131,2.26,0.91,2.04,"1,938,736","3,665,780","22,544","1,988,400","1,507,838","20,831","16,935","3,534,004","35,271","2,183","3,567,091","10,032,815","10,128,582",0.78,0.78
US48,14Nov2022,Eastern,"10,991,138","11,051,524","10,915,623","-112,745","10,913,844","2,204,291","4,467,425","2,074,170","28,291","677,752","294,034","937,994","229,888",,"-115,945","126,589","10,644","-119,876","3,931",2.26,0.91,2.04,"2,204,291","4,467,462","28,315","2,260,757","1,837,592","26,164","16,233","4,140,746","48,039","4,026","4,184,760","10,923,213","11,039,158",0.84,0.84
US48,15Nov2022,Eastern,"11,099,297","11,192,105","11,056,514","-117,333","11,053,715","2,295,025","4,772,762","2,070,090","27,875","672,167","242,632","742,854","230,312",,"-123,797","136,468","12,671","-125,184","1,387",2.26,0.91,2.04,"2,295,025","4,772,799","27,899","2,353,815","1,963,185","25,780","15,247","4,358,027","53,838","4,669","4,407,196","11,062,103","11,185,900",0.87,0.87
US48,16Nov2022,Eastern,"11,133,571","11,201,521","11,080,313","-105,196","11,077,869","2,282,580","4,567,252","2,074,506","32,256","648,103","279,591","975,124","218,457",,"-108,105","122,578","14,473","-107,280",-825,2.26,0.91,2.04,"2,282,580","4,567,289","32,281","2,341,052","1,878,653","29,829","16,194","4,265,729","47,243","5,636","4,307,336","11,095,113","11,203,218",0.85,0.85
US48,17Nov2022,Eastern,"11,373,609","11,445,840","11,313,826","-114,518","11,308,626","2,237,915","4,369,195","2,097,409","21,930","676,830","314,515","1,371,158","219,673",,"-110,118","120,318","10,200","-111,749","1,631",2.26,0.91,2.04,"2,237,915","4,369,230","21,954","2,295,243","1,797,186","20,286","18,063","4,130,779","44,164","3,929","4,171,014","11,328,211","11,438,329",0.80,0.80
US48,18Nov2022,Eastern,"11,506,278","11,589,186","11,463,771","-113,563","11,460,823","2,338,117","4,355,199","2,114,640","19,858","677,511","281,972","1,439,944","233,581",,"-109,471","118,041","8,570","-112,490","3,019",2.26,0.91,2.04,"2,338,117","4,355,239","19,882","2,398,012","1,791,431","18,372","18,315","4,226,130","43,471","3,907","4,265,694","11,477,768","11,587,239",0.81,0.81
US48,19Nov2022,Eastern,"11,037,774","11,202,952","11,074,935","-118,771","11,073,643","2,289,192","4,204,964","2,109,685","14,697","616,582","262,131","1,358,340","218,053",,"-107,573","114,794","7,221","-109,787","2,214",2.26,0.91,2.04,"2,289,192","4,205,009","14,722","2,347,833","1,729,637","13,604","17,610","4,108,684","42,691","3,376","4,147,999","11,090,243","11,197,816",0.82,0.82
US48,20Nov2022,Eastern,"10,987,182","11,144,477","11,004,617","-118,657","11,000,804","2,331,724","4,171,850","2,130,256","13,814","592,213","240,783","1,288,284","231,878",,"-119,103","124,005","4,902","-120,760","1,657",2.26,0.91,2.04,"2,331,724","4,171,899","13,838","2,391,455","1,716,019","12,787","17,298","4,137,558","46,600","2,439","4,181,719","11,017,491","11,136,594",0.83,0.83
US48,21Nov2022,Eastern,"11,492,905","11,575,423","11,453,327","-75,305","11,450,048","2,508,639","4,598,120","2,145,173","9,677","672,886","282,178","989,136","244,238",,"-99,256","103,866","4,610","-97,632","-1,624",2.26,0.91,2.04,"2,508,639","4,598,194","9,701","2,572,902","1,891,366","8,964","16,716","4,489,948","40,634","2,164","4,528,418","11,465,248","11,564,504",0.86,0.86
US48,22Nov2022,Eastern,"11,060,105","11,032,343","10,872,704","-88,116","10,868,767","2,407,250","4,198,749","2,160,044","17,414","632,749","255,093","970,378","227,091",,"-107,756","116,304","8,548","-106,468","-1,288",2.26,0.91,2.04,"2,407,250","4,198,827","17,439","2,468,915","1,727,095","16,114","16,357","4,228,481","45,223","2,477","4,271,227","10,878,739","10,986,495",0.86,0.86
US48,23Nov2022,Eastern,"10,608,608","10,641,470","10,482,141","-75,687","10,481,572","2,141,325","3,788,028","2,177,248","22,239","615,136","248,333","1,263,276","225,987",,"-91,741","107,644","15,903","-91,317",-424,2.26,0.91,2.04,"2,141,923","3,788,103","22,258","2,196,792","1,558,152","20,567","17,450","3,792,961","39,044","3,734","3,828,271","10,491,928","10,583,669",0.80,0.80
US48,24Nov2022,Eastern,"9,700,189","9,644,140","9,527,349","-57,646","9,524,709","1,949,504","3,063,230","2,185,947","20,111","564,532","218,551","1,328,097","194,737",,"-69,037","94,205","25,168","-71,304","2,267",2.26,0.91,2.04,"1,950,183","3,063,382","20,132","2,000,140","1,260,054","18,603","17,297","3,296,095","32,705","5,004","3,323,795","9,533,632","9,602,669",0.76,0.76
US48,25Nov2022,Eastern,"9,554,285","9,518,708","9,397,167","-53,764","9,394,127","1,896,242","3,046,326","2,212,058","19,643","537,533","191,264","1,307,988","183,073",,"-69,012","92,428","23,416","-70,600","1,588",2.26,0.91,2.04,"1,896,809","3,046,487","19,661","1,945,398","1,253,105","18,167","17,113","3,233,785","31,735","5,491","3,260,029","9,415,032","9,484,044",0.76,0.76
US48,26Nov2022,Eastern,"9,406,289","9,656,767","9,501,824","-96,396","9,499,179","1,919,322","3,085,699","2,225,420","7,781","554,974","229,103","1,284,827","192,053",,"-85,668","102,143","16,475","-90,669","5,001",2.26,0.91,2.04,"1,919,883","3,085,843","7,800","1,969,064","1,269,293","7,207","17,320","3,262,885","35,021","5,283","3,292,623","9,519,347","9,605,015",0.76,0.76
US48,27Nov2022,Eastern,"9,457,733","9,733,211","9,573,089","-87,436","9,570,244","1,940,842","3,201,826","2,227,566","10,994","559,596","250,327","1,189,639","189,454",,"-74,439","97,844","23,405","-75,750","1,311",2.26,0.91,2.04,"1,941,388","3,201,982","11,012","1,991,120","1,317,064","10,175","17,024","3,335,384","34,079","5,769","3,363,695","9,583,184","9,657,623",0.77,0.77
US48,28Nov2022,Eastern,"10,293,525","10,480,530","10,333,921","-104,501","10,332,318","1,977,452","3,515,157","2,240,097","22,885","616,715","243,465","1,532,005","184,542",,"-100,489","114,409","13,920","-102,927","2,438",2.26,0.91,2.04,"1,978,050","3,515,296","22,909","2,028,721","1,445,939","21,169","18,600","3,514,430","38,952","3,563","3,549,819","10,355,169","10,455,658",0.75,0.75
US48,29Nov2022,Eastern,"10,516,768","10,800,960","10,654,703","-123,521","10,650,246","1,927,383","3,607,570","2,244,928","10,456","639,456","258,342","1,771,345","190,766",,"-120,487","131,894","11,407","-122,284","1,797",2.26,0.91,2.04,"1,927,962","3,607,634","10,472","1,977,350","1,483,921","9,676","19,680","3,490,628","43,138","4,030","3,529,736","10,665,951","10,786,438",0.72,0.72
US48,30Nov2022,Eastern,"10,776,386","11,033,077","10,892,406","-103,962","10,889,981","2,068,133","4,019,765","2,232,170","31,747","617,814","241,729","1,496,828","181,795",,"-101,455","110,256","8,801","-102,271",816,2.26,0.91,2.04,"2,068,672","4,019,829","31,768","2,121,664","1,653,468","29,355","18,385","3,822,872","38,563","4,203","3,857,231","10,903,044","11,004,499",0.77,0.77
US48,01Dec2022,Eastern,"11,295,466","11,542,044","11,405,711","-93,948","11,401,371","2,084,786","4,228,145","2,254,198","14,661","704,336","225,064","1,692,777","197,404",,"-115,853","125,127","9,274","-112,615","-3,238",2.26,0.91,2.04,"2,084,915","4,228,217","14,681","2,138,324","1,739,184","13,566","19,551","3,910,624","42,971","4,063","3,949,532","11,414,015","11,529,868",0.76,0.76
US48,02Dec2022,Eastern,"10,924,557","11,154,050","11,022,524","-95,764","11,020,768","1,936,562","3,871,445","2,242,883","10,505","701,286","207,230","1,857,894","192,963",,"-111,995","120,375","8,380","-108,902","-3,093",2.26,0.91,2.04,"1,936,582","3,871,525","10,530","1,986,190","1,592,466","9,730","20,047","3,608,433","39,392","3,897","3,643,929","11,033,822","11,145,817",0.72,0.72
US48,03Dec2022,Eastern,"10,233,959","10,321,504","10,134,280","-123,022","10,132,941","1,929,794","3,718,706","2,214,390","5,962","597,814","169,948","1,312,199","184,128",,"-159,132","162,676","3,544","-155,971","-3,161",2.26,0.91,2.04,"1,929,959","3,718,785","5,992","1,979,398","1,529,640","5,537","17,252","3,531,827","56,661","2,086","3,586,401","10,142,949","10,302,081",0.77,0.77
US48,04Dec2022,Eastern,"10,275,370","10,451,543","10,261,104","-137,172","10,257,545","2,057,462","3,863,786","2,216,343","7,039","627,444","186,031","1,112,961","186,479",,"-172,218","176,164","3,946","-171,359",-859,2.26,0.91,2.04,"2,057,657","3,863,942","7,068","2,110,367","1,589,347","6,531","16,698","3,722,943","63,959","2,298","3,784,603","10,272,589","10,444,807",0.80,0.80
US48,05Dec2022,Eastern,"10,886,461","11,125,221","10,959,706","-120,558","10,956,039","2,169,024","4,175,091","2,200,253","19,517","694,651","184,843","1,332,172","180,488",,"-147,873","155,640","7,767","-148,453",580,2.26,0.91,2.04,"2,169,024","4,175,216","19,539","2,224,587","1,717,383","18,055","17,696","3,977,720","56,198","3,362","4,030,556","10,967,357","11,115,230",0.80,0.80
US48,06Dec2022,Eastern,"10,796,853","10,870,862","10,724,350","-80,203","10,722,981","2,276,044","4,401,016","2,196,560","16,370","663,872","169,508","815,149","184,461",,"-125,843","137,795","11,952","-123,999","-1,844",2.26,0.91,2.04,"2,276,044","4,401,063","16,398","2,334,349","1,810,280","15,152","15,534","4,175,316","53,433","4,860","4,223,889","10,734,725","10,860,568",0.86,0.86
US48,07Dec2022,Eastern,"10,517,196","10,681,141","10,508,652","-114,899","10,505,712","2,244,219","4,351,833","2,175,030","19,013","680,009","183,734","666,766","185,108",,"-155,160","160,265","5,105","-154,325",-835,2.26,0.91,2.04,"2,244,219","4,351,873","19,040","2,301,709","1,790,047","17,594","15,013","4,124,362","62,873","2,496","4,184,739","10,520,802","10,675,962",0.86,0.86
US48,08Dec2022,Eastern,"10,495,735","10,735,098","10,561,105","-146,621","10,555,877","2,166,923","4,248,494","2,178,497","21,987","680,387","219,426","853,681","186,483",,"-165,201","167,134","1,933","-163,136","-2,065",2.26,0.91,2.04,"2,167,290","4,248,555","22,009","2,222,808","1,747,549","20,337","15,899","4,006,593","63,369",812,"4,069,151","10,573,947","10,739,148",0.84,0.84
US48,09Dec2022,Eastern,"10,561,201","10,724,358","10,541,437","-137,651","10,540,031","2,179,770","4,235,791","2,198,425","23,480","685,424","199,763","826,655","190,724",,"-163,467","164,628","1,161","-161,407","-2,060",2.26,0.91,2.04,"2,180,271","4,235,838","23,506","2,236,122","1,742,318","21,721","15,835","4,015,996","62,626",469,"4,078,153","10,559,097","10,722,564",0.84,0.84
US48,10Dec2022,Eastern,"10,204,547","10,342,060","10,157,290","-138,474","10,155,083","2,212,595","4,038,626","2,193,378","27,748","636,867","154,984","712,090","178,795",,"-162,047","164,697","2,650","-160,641","-1,406",2.26,0.91,2.04,"2,213,088","4,038,676","27,766","2,269,779","1,661,220","25,657","14,949","3,971,606","64,335",824,"4,035,117","10,168,604","10,330,651",0.86,0.86
US48,11Dec2022,Eastern,"10,137,969","10,233,085","10,081,248","-121,730","10,077,781","2,115,301","3,984,169","2,199,150","20,452","631,302","143,532","804,830","179,045",,"-147,564","147,929",365,"-142,203","-5,361",2.26,0.91,2.04,"2,115,798","3,984,255","20,473","2,169,998","1,638,835","18,918","15,267","3,843,018","56,449",92,"3,899,375","10,092,219","10,239,783",0.84,0.84
US48,12Dec2022,Eastern,"10,880,154","11,039,551","10,914,342","-92,310","10,907,996","2,038,209","3,999,043","2,220,691","23,308","715,173","149,416","1,568,221","193,934",,"-137,305","141,493","4,188","-134,721","-2,584",2.26,0.91,2.04,"2,038,662","3,999,098","23,329","2,090,886","1,644,941","21,557","18,683","3,776,066","48,929","1,230","3,823,765","10,921,561","11,058,866",0.76,0.76
US48,13Dec2022,Eastern,"11,175,349","11,395,015","11,234,384","-140,954","11,227,236","2,147,923","3,931,922","2,228,208","31,474","757,018","206,775","1,716,704","207,213",,"-172,969","177,452","4,483","-171,476","-1,493",2.26,0.91,2.04,"2,147,923","3,931,981","31,499","2,202,945","1,617,333","29,106","19,717","3,869,102","61,088","1,109","3,929,081","11,240,829","11,413,798",0.76,0.76
US48,14Dec2022,Eastern,"11,228,466","11,423,236","11,248,756","-143,870","11,250,741","2,282,500","4,149,134","2,226,041","42,153","736,210","202,242","1,393,242","219,218",,"-173,156","176,453","3,297","-172,532",-624,2.26,0.91,2.04,"2,282,500","4,149,195","42,173","2,340,970","1,706,680","38,969","18,402","4,105,021","64,364",906,"4,168,480","11,261,165","11,434,321",0.80,0.80
US48,15Dec2022,Eastern,"11,364,239","11,515,743","11,353,312","-128,100","11,356,369","2,356,604","4,267,247","2,221,309","24,014","736,430","209,444","1,328,399","212,922",,"-160,737","164,534","3,797","-162,210","1,473",2.26,0.91,2.04,"2,356,604","4,267,317","24,036","2,416,973","1,755,267","22,210","18,155","4,212,605","61,027","1,194","4,272,438","11,371,099","11,531,836",0.82,0.82
US48,16Dec2022,Eastern,"11,437,303","11,599,954","11,428,851","-133,890","11,422,327","2,321,646","4,171,437","2,211,741","20,295","749,627","234,098","1,502,953","210,530",,"-168,900","171,829","2,929","-169,730",830,2.26,0.91,2.04,"2,321,646","4,171,519","20,321","2,381,119","1,715,862","18,777","18,964","4,134,723","62,093",900,"4,195,916","11,447,026","11,615,926",0.80,0.80
US48,17Dec2022,Eastern,"11,170,836","11,310,198","11,111,377","-136,136","11,117,802","2,479,188","4,010,277","2,195,653","18,734","695,836","223,164","1,270,521","224,430",,"-175,892","177,939","2,047","-177,304","1,412",2.26,0.91,2.04,"2,479,188","4,010,355","18,755","2,542,696","1,649,571","17,330","17,801","4,227,398","67,440",711,"4,294,127","11,139,136","11,315,028",0.84,0.84
US48,18Dec2022,Eastern,"11,400,537","11,486,001","11,314,757","-103,378","11,322,773","2,692,784","3,986,567","2,226,890","19,860","697,508","232,645","1,242,437","224,082",,"-146,633","150,039","3,406","-147,751","1,118",2.26,0.91,2.04,"2,692,784","3,986,648","19,883","2,761,764","1,639,819","18,373","17,841","4,437,797","58,792",628,"4,495,961","11,340,541","11,487,174",0.86,0.86
US48,19Dec2022,Eastern,"12,162,986","12,345,949","12,232,021","-70,546","12,235,584","2,998,032","4,561,591","2,254,711","14,864","816,277","244,809","1,098,385","246,916",,"-113,788","117,441","3,653","-115,460","1,672",2.26,0.91,2.04,"2,998,032","4,561,672","14,884","3,074,831","1,876,343","13,753","17,975","4,982,902","47,650",774,"5,029,778","12,250,700","12,364,488",0.90,0.90
US48,20Dec2022,Eastern,"12,056,241","12,122,427","12,017,771","-55,604","12,022,636","3,029,107","4,743,000","2,239,309","24,080","799,320","169,931","796,026","221,863",,"-104,730","118,042","13,312","-104,943",213,2.26,0.91,2.04,"3,029,107","4,743,069","24,105","3,106,702","1,950,957","22,274","16,290","5,096,223","49,783","3,321","5,142,684","12,034,174","12,138,904",0.93,0.93
US48,21Dec2022,Eastern,"11,979,271","12,258,033","12,177,574","-22,804","12,182,838","3,045,733","4,818,430","2,242,665","28,179","731,088","198,901","895,241","222,601",,"-67,260","84,813","17,553","-66,401",-859,2.26,0.91,2.04,"3,045,733","4,818,499","28,203","3,123,755","1,981,983","26,060","16,576","5,148,375","35,995","3,995","5,180,375","12,204,787","12,272,047",0.93,0.93
US48,22Dec2022,Eastern,"12,212,398","12,510,543","12,441,859","-29,096","12,444,130","2,893,646","4,451,064","2,243,386","23,230","755,886","133,824","1,719,268","223,825",,"-74,341","89,290","14,949","-70,326","-4,015",2.26,0.91,2.04,"2,893,646","4,451,131","23,263","2,967,772","1,830,875","21,496","19,583","4,839,725","34,642","2,700","4,871,666","12,462,438","12,536,779",0.86,0.86
US48,23Dec2022,Eastern,"13,508,526","13,954,863","13,821,918","-140,602","13,816,418","3,264,973","5,358,468","2,259,858","167,046","901,650","252,318","1,353,519","258,586",,"-150,767","153,801","3,034","-143,908","-6,859",2.26,0.91,2.04,"3,264,973","5,358,553","167,092","3,348,610","2,204,122","154,398","19,387","5,726,518","63,827",608,"5,789,737","13,834,082","13,984,849",0.91,0.91
US48,24Dec2022,Eastern,"13,637,927","14,024,834","13,879,565","-143,188","13,879,103","3,329,768","5,466,114","2,247,415","443,971","807,435","278,621","1,005,635","300,144",,"-159,572","159,782",210,"-151,524","-8,048",2.26,0.91,2.04,"3,329,768","5,466,199","443,975","3,415,066","2,248,400","410,247","17,874","6,091,587","70,159",51,"6,161,695","13,889,956","14,049,528",0.97,0.97
US48,25Dec2022,Eastern,"12,932,157","12,760,795","12,630,900","-107,927","12,631,083","3,111,173","4,695,125","2,258,436","245,963","665,762","243,937","1,105,662","305,025",,"-137,523","142,298","4,775","-130,944","-6,579",2.26,0.91,2.04,"3,111,173","4,695,224","245,979","3,190,871","1,931,277","227,293","17,674","5,367,114","60,264",700,"5,426,678","12,650,310","12,787,833",0.94,0.94
US48,26Dec2022,Eastern,"12,605,437","12,492,268","12,367,893","-108,378","12,368,713","3,186,121","4,458,525","2,287,280","185,069","707,486","185,402","1,064,509","294,322",,"-135,504","138,465","2,961","-132,845","-2,659",2.26,0.91,2.04,"3,186,121","4,458,584","185,115","3,267,739","1,833,940","171,052","17,479","5,290,211","59,056",499,"5,348,768","12,377,094","12,512,598",0.94,0.94
US48,27Dec2022,Eastern,"12,254,621","12,249,605","12,128,288","-93,902","12,128,640","2,919,709","3,914,157","2,294,712","160,475","677,314","172,968","1,734,507","254,798",,"-139,036","150,503","11,467","-136,061","-2,975",2.26,0.91,2.04,"2,919,709","3,914,218","160,501","2,994,502","1,610,027","148,308","19,798","4,772,636","59,041","1,349","4,830,327","12,144,985","12,284,021",0.87,0.87
US48,28Dec2022,Eastern,"11,518,433","11,621,043","11,499,793","-94,651","11,500,586","2,489,928","3,448,122","2,298,383","78,720","662,043","228,295","2,051,121","243,975",,"-121,446","140,994","19,548","-125,749","4,303",2.26,0.91,2.04,"2,490,149","3,448,183","78,742","2,553,938","1,418,334","72,760","21,120","4,066,152","49,789","3,293","4,112,647","11,511,434","11,632,880",0.78,0.78
US48,29Dec2022,Eastern,"10,832,859","10,699,693","10,541,109","-128,044","10,543,823","2,096,407","3,521,288","2,296,054","25,700","655,300","174,517","1,543,976","230,582",,"-138,001","148,938","10,937","-140,385","2,384",2.26,0.91,2.04,"2,096,407","3,521,374","25,719","2,150,110","1,448,439","23,765","18,894","3,641,208","51,368","2,317","3,690,260","10,558,685","10,696,686",0.76,0.76
US48,30Dec2022,Eastern,"10,322,233","10,196,664","10,038,554","-109,857","10,042,398","2,042,500","3,726,993","2,295,709","17,538","650,378","161,225","929,852","218,202",,"-124,112","148,608","24,496","-123,234",-878,2.26,0.91,2.04,"2,042,850","3,727,101","17,560","2,095,181","1,533,061","16,226","16,401","3,660,869","54,246","3,710","3,711,406","10,054,203","10,178,315",0.80,0.80
US48,31Dec2022,Eastern,"9,774,813","9,785,659","9,700,750","-37,872","9,703,757","1,790,787","3,228,409","2,296,929","14,663","629,744","121,325","1,406,325","215,575",,"-63,351","99,199","35,848","-63,952",601,2.26,0.91,2.04,"1,791,334","3,228,525","14,679","1,837,222","1,327,983","13,564","17,991","3,196,760","32,730","5,748","3,223,742","9,714,984","9,778,335",0.73,0.73
US48,01Jan2023,Eastern,"9,480,458","9,389,054","9,269,354","-57,537","9,271,261","1,752,307","3,138,734","2,303,441","22,543","607,410","183,276","1,052,138","211,412",,"-89,214","109,785","20,571","-90,327","1,113",2.26,0.91,2.04,"1,752,842","3,138,853","22,560","1,797,744","1,291,098","20,846","16,829","3,126,517","36,966","4,169","3,159,314","9,292,275","9,381,489",0.74,0.74
US48,02Jan2023,Eastern,"9,901,336","9,984,103","9,847,423","-81,194","9,850,824","1,826,514","3,430,639","2,315,743","24,264","693,585","177,394","1,158,965","223,719",,"-116,069","127,075","11,006","-120,756","4,687",2.26,0.91,2.04,"1,827,816","3,430,759","24,280","1,874,638","1,411,167","22,436","17,581","3,325,821","42,895","2,185","3,366,531","9,856,531","9,972,600",0.74,0.74
US48,03Jan2023,Eastern,"10,188,873","10,451,658","10,306,446","-104,776","10,309,442","1,830,122","3,670,747","2,323,000","24,345","703,829","186,587","1,344,638","226,174",,"-139,769","142,293","2,524","-139,107",-662,2.26,0.91,2.04,"1,831,107","3,670,872","24,366","1,878,014","1,509,932","22,515","18,459","3,428,920","47,360",486,"3,475,794","10,328,536","10,468,305",0.73,0.73
US48,04Jan2023,Eastern,"10,277,679","10,528,590","10,386,094","-79,632","10,393,406","1,817,704","3,832,182","2,326,160","23,356","733,298","171,882","1,276,591","212,233",,"-126,427","128,327","1,900","-124,158","-2,269",2.26,0.91,2.04,"1,818,533","3,832,262","23,372","1,865,117","1,576,316","21,596","18,216","3,481,246","42,909",411,"3,523,744","10,413,129","10,539,556",0.74,0.74
US48,05Jan2023,Eastern,"10,593,471","10,760,439","10,651,169","-62,663","10,656,207","1,870,487","4,200,077","2,281,081","23,194","757,660","207,838","1,089,282","226,587",,"-105,873","117,386","11,513","-104,279","-1,594",2.26,0.91,2.04,"1,871,146","4,200,268","23,209","1,919,079","1,727,687","21,446","17,593","3,685,805","40,578","1,752","3,724,631","10,671,520","10,777,393",0.76,0.76
US48,06Jan2023,Eastern,"10,850,920","10,951,842","10,803,609","-106,340","10,807,458","1,959,963","4,080,788","2,258,938","22,752","779,585","266,132","1,191,655","247,645",,"-138,877","152,374","13,497","-143,421","4,544",2.26,0.91,2.04,"1,960,844","4,080,981","22,772","2,011,074","1,678,621","21,042","18,300","3,729,038","52,474","2,401","3,779,111","10,825,462","10,964,339",0.76,0.76
US48,07Jan2023,Eastern,"10,423,922","10,531,561","10,360,675","-105,902","10,364,318","1,969,694","4,110,738","2,243,826","17,901","724,474","220,623","843,417","233,644",,"-137,293","147,645","10,352","-139,176","1,883",2.26,0.91,2.04,"1,970,563","4,110,943","17,920","2,021,042","1,690,946","16,559","16,436","3,744,983","53,176","1,844","3,796,315","10,375,246","10,512,539",0.80,0.80
US48,08Jan2023,Eastern,"10,328,298","10,422,657","10,280,512","-85,193","10,281,899","1,981,519","4,065,741","2,278,520","16,156","706,197","214,264","774,872","244,630",,"-109,962","127,391","17,429","-109,539",-423,2.26,0.91,2.04,"1,982,437","4,065,941","16,173","2,033,220","1,672,435","14,944","16,243","3,736,842","46,284","2,387","3,780,738","10,290,155","10,400,117",0.80,0.80
US48,09Jan2023,Eastern,"11,005,880","11,039,950","10,912,932","-104,887","10,913,720","1,890,084","4,065,409","2,305,378","15,051","784,137","219,624","1,401,261","232,776",,"-119,463","134,044","14,581","-121,862","2,399",2.26,0.91,2.04,"1,890,786","4,065,621","15,066","1,939,221","1,672,303","13,921","19,060","3,644,505","44,494","1,974","3,687,025","10,929,805","11,049,268",0.74,0.74
US48,10Jan2023,Eastern,"11,141,960","11,177,684","11,054,240","-82,454","11,061,641","2,191,962","4,115,495","2,297,031","20,281","794,199","226,959","1,197,900","217,814",,"-116,166","131,326","15,160","-118,888","2,722",2.26,0.91,2.04,"2,192,326","4,115,628","20,302","2,248,486","1,692,873","18,760","18,260","3,978,378","47,153","2,118","4,023,414","11,078,687","11,194,853",0.79,0.79
US48,11Jan2023,Eastern,"10,956,345","10,986,659","10,872,498","-62,334","10,876,393","2,073,837","3,950,331","2,289,152","21,996","771,542","212,835","1,329,550","227,150",,"-99,491","115,936","16,445","-103,446","3,955",2.26,0.91,2.04,"2,074,193","3,950,526","22,015","2,127,327","1,624,962","20,343","18,618","3,791,249","40,414","3,288","3,828,375","10,890,264","10,989,755",0.77,0.77
