Region,Local_date,Time zone,DF,D,NG,TI,Sum (NG),NG: COL,NG: NG,NG: NUC,NG: OIL,NG: WAT,NG: SUN,NG: WND,NG: OTH,NG: UNK,Sum (Trade),Sum (Imports),Sum (Exports),CAN,MEX,CO2 Factor: COL,CO2 Factor: NG,CO2 Factor: OIL,Positive Gen from COL,Positive Gen from NG,Positive Gen from OIL,CO2 Emissions: COL,CO2 Emissions: NG,CO2 Emissions: OIL,CO2 Emissions: Other,CO2 Emissions Generated,CO2 Emissions Imported,CO2 Emissions Exported,CO2 Emissions Consumed,Positive Generation,Consumed Electricity,CO2 Emissions Intensity for Generated Electricity,CO2 Emissions Intensity for Consumed Electricity
US48,12Dec2017,Eastern,"11,352,859","11,396,444","11,385,187","-33,174",,,,,,,,,,,"-163,502","169,286","5,784","-166,904","3,402",,,,,,,,,,,,,,,,,,
US48,13Dec2017,Eastern,"11,694,592","11,858,233","11,862,120","-42,777",,,,,,,,,,,"-177,032","182,827","5,795","-181,593","4,561",,,,,,,,,,,,,,,,,,
US48,14Dec2017,Eastern,"11,483,087","11,517,668","11,503,579","-33,464",,,,,,,,,,,"-169,860","176,100","6,240","-174,785","4,925",,,,,,,,,,,,,,,,,,
US48,15Dec2017,Eastern,"11,401,079","11,663,186","11,661,007","-27,929",,,,,,,,,,,"-165,318","171,640","6,322","-168,910","3,592",,,,,,,,,,,,,,,,,,
US48,16Dec2017,Eastern,"10,703,502","10,964,175","10,963,504","-26,561",,,,,,,,,,,"-155,419","160,415","4,996","-156,637","1,218",,,,,,,,,,,,,,,,,,
US48,17Dec2017,Eastern,"10,257,910","10,504,039","10,499,992","-27,659",,,,,,,,,,,"-162,749","166,885","4,136","-161,188","-1,561",,,,,,,,,,,,,,,,,,
US48,18Dec2017,Eastern,"10,662,040","10,731,194","10,741,675","-15,846",,,,,,,,,,,"-144,688","147,359","2,671","-145,968","1,280",,,,,,,,,,,,,,,,,,
US48,19Dec2017,Eastern,"10,464,021","10,569,552","10,542,671","-52,700",,,,,,,,,,,"-170,935","175,523","4,588","-173,138","2,203",,,,,,,,,,,,,,,,,,
US48,20Dec2017,Eastern,"10,545,758","10,609,156","10,594,817","-37,504",,,,,,,,,,,"-163,579","171,294","7,715","-169,780","6,201",,,,,,,,,,,,,,,,,,
US48,21Dec2017,Eastern,"10,810,809","10,864,515","10,854,827","-35,637",,,,,,,,,,,"-169,108","177,196","8,088","-176,013","6,905",,,,,,,,,,,,,,,,,,
US48,22Dec2017,Eastern,"10,515,763","10,709,722","10,720,075","-16,029",,,,,,,,,,,"-147,959","154,852","6,893","-153,858","5,899",,,,,,,,,,,,,,,,,,
US48,23Dec2017,Eastern,"10,090,061","10,172,129","10,146,200","-49,277",,,,,,,,,,,"-182,310","182,851",541,"-181,497",-813,,,,,,,,,,,,,,,,,,
US48,24Dec2017,Eastern,"10,030,912","10,176,677","10,158,271","-43,917",,,,,,,,,,,"-180,622","181,158",536,"-179,891",-731,,,,,,,,,,,,,,,,,,
US48,25Dec2017,Eastern,"10,475,928","10,532,172","10,535,854","-20,508",,,,,,,,,,,"-154,160","156,078","1,918","-154,172",12,,,,,,,,,,,,,,,,,,
US48,26Dec2017,Eastern,"11,480,965","11,459,210","11,470,493","-12,697",,,,,,,,,,,"-167,013","167,270",257,"-165,056","-1,957",,,,,,,,,,,,,,,,,,
US48,27Dec2017,Eastern,"12,002,022","12,283,578","12,301,402","-7,359",,,,,,,,,,,"-152,908","153,604",696,"-151,585","-1,323",,,,,,,,,,,,,,,,,,
US48,28Dec2017,Eastern,"12,435,645","12,548,405","12,565,046","-1,880",,,,,,,,,,,"-132,140","135,465","3,325","-130,219","-1,921",,,,,,,,,,,,,,,,,,
US48,29Dec2017,Eastern,"12,051,182","12,042,913","12,059,156",907,,,,,,,,,,,"-123,749","127,438","3,689","-122,946",-803,,,,,,,,,,,,,,,,,,
US48,30Dec2017,Eastern,"11,326,646","11,528,167","11,535,244","7,700",,,,,,,,,,,"-118,391","125,722","7,331","-116,231","-2,160",,,,,,,,,,,,,,,,,,
US48,31Dec2017,Eastern,"11,780,376","12,284,799","12,243,844","-40,282",,,,,,,,,,,"-148,014","148,361",347,"-144,741","-3,273",,,,,,,,,,,,,,,,,,
US48,01Jan2018,Eastern,"12,799,856","13,201,205","13,139,201","-29,434",,,,,,,,,,,"-147,662","149,887","2,225","-143,075","-4,587",,,,,,,,,,,,,,,,,,
US48,02Jan2018,Eastern,"13,588,447","14,048,363","14,009,252","-23,981",,,,,,,,,,,"-150,574","151,678","1,104","-145,904","-4,670",,,,,,,,,,,,,,,,,,
US48,03Jan2018,Eastern,"13,287,752","13,643,461","13,607,133","-17,341",,,,,,,,,,,"-153,631","154,463",832,"-150,695","-2,936",,,,,,,,,,,,,,,,,,
US48,04Jan2018,Eastern,"13,317,913","13,568,983","13,556,255","-32,569",,,,,,,,,,,"-161,345","164,537","3,192","-162,515","1,170",,,,,,,,,,,,,,,,,,
US48,05Jan2018,Eastern,"13,250,908","13,537,377","13,513,270","-22,743",,,,,,,,,,,"-148,527","153,210","4,683","-152,311","3,784",,,,,,,,,,,,,,,,,,
US48,06Jan2018,Eastern,"12,532,043","12,988,230","12,968,559","10,601",,,,,,,,,,,"-107,693","127,941","20,248","-108,375",682,,,,,,,,,,,,,,,,,,
US48,07Jan2018,Eastern,"11,879,710","12,298,886","12,285,845","5,808",,,,,,,,,,,"-92,884","124,992","32,108","-93,340",456,,,,,,,,,,,,,,,,,,
US48,08Jan2018,Eastern,"11,769,041","11,888,339","11,875,461","-22,510",,,,,,,,,,,"-131,388","142,087","10,699","-131,321",-67,,,,,,,,,,,,,,,,,,
US48,09Jan2018,Eastern,"11,289,197","11,207,095","11,234,447","-2,051",,,,,,,,,,,"-117,603","125,884","8,281","-119,865","2,262",,,,,,,,,,,,,,,,,,
US48,10Jan2018,Eastern,"10,825,857","10,904,574","10,905,371","-21,811",,,,,,,,,,,"-114,534","140,779","26,245","-117,396","2,862",,,,,,,,,,,,,,,,,,
US48,11Jan2018,Eastern,"10,550,102","10,577,484","10,620,362","-25,419",,,,,,,,,,,"-120,917","143,655","22,738","-123,124","2,207",,,,,,,,,,,,,,,,,,
US48,12Jan2018,Eastern,"10,916,244","11,093,937","11,240,838","18,098",,,,,,,,,,,"-115,081","135,383","20,302","-116,677","1,596",,,,,,,,,,,,,,,,,,
US48,13Jan2018,Eastern,"11,362,099","11,635,661","11,605,188","-36,876",,,,,,,,,,,"-142,802","158,414","15,612","-143,456",654,,,,,,,,,,,,,,,,,,
US48,14Jan2018,Eastern,"11,961,019","12,136,296","12,087,051","-32,795",,,,,,,,,,,"-104,638","131,728","27,090","-104,460",-178,,,,,,,,,,,,,,,,,,
US48,15Jan2018,Eastern,"12,289,336","12,592,992","12,535,506","-11,695",,,,,,,,,,,"-107,913","132,329","24,416","-108,323",410,,,,,,,,,,,,,,,,,,
US48,16Jan2018,Eastern,"12,870,707","13,077,057","13,042,229","-39,195",,,,,,,,,,,"-140,638","155,322","14,684","-140,566",-72,,,,,,,,,,,,,,,,,,
US48,17Jan2018,Eastern,"13,370,652","13,403,250","13,369,269","-62,463",,,,,,,,,,,"-138,223","153,356","15,133","-134,893","-3,330",,,,,,,,,,,,,,,,,,
US48,18Jan2018,Eastern,"13,188,092","13,310,514","13,268,419","-47,661",,,,,,,,,,,"-139,785","157,150","17,365","-137,387","-2,398",,,,,,,,,,,,,,,,,,
US48,19Jan2018,Eastern,"12,281,281","12,183,924","12,123,353","-62,208",,,,,,,,,,,"-125,422","149,401","23,979","-127,952","2,530",,,,,,,,,,,,,,,,,,
US48,20Jan2018,Eastern,"10,699,291","10,532,757","10,470,458","-78,268",,,,,,,,,,,"-117,252","144,799","27,547","-119,245","1,993",,,,,,,,,,,,,,,,,,
US48,21Jan2018,Eastern,"9,949,659","9,845,193","9,766,920","-88,617",,,,,,,,,,,"-132,116","147,953","15,837","-132,313",197,,,,,,,,,,,,,,,,,,
US48,22Jan2018,Eastern,"10,349,968","10,454,211","10,422,558","-46,716",,,,,,,,,,,"-124,607","141,773","17,166","-125,601",994,,,,,,,,,,,,,,,,,,
US48,23Jan2018,Eastern,"10,641,068","10,763,102","10,743,097","-40,774",,,,,,,,,,,"-138,634","150,240","11,606","-138,063",-571,,,,,,,,,,,,,,,,,,
US48,24Jan2018,Eastern,"11,081,433","11,227,033","11,230,241","-16,239",,,,,,,,,,,"-126,998","143,504","16,506","-127,598",600,,,,,,,,,,,,,,,,,,
US48,25Jan2018,Eastern,"11,233,276","11,423,271","11,433,252","-9,045",,,,,,,,,,,"-116,876","133,861","16,985","-118,925","2,049",,,,,,,,,,,,,,,,,,
US48,26Jan2018,Eastern,"10,891,514","11,023,221","11,022,195","-7,762",,,,,,,,,,,"-125,170","150,058","24,888","-126,705","1,535",,,,,,,,,,,,,,,,,,
US48,27Jan2018,Eastern,"9,947,045","9,882,854","9,870,274","-29,228",,,,,,,,,,,"-120,546","141,343","20,797","-120,779",233,,,,,,,,,,,,,,,,,,
US48,28Jan2018,Eastern,"9,636,052","9,657,276","9,612,088","-62,658",,,,,,,,,,,"-133,857","149,910","16,053","-133,658",-199,,,,,,,,,,,,,,,,,,
US48,29Jan2018,Eastern,"10,757,827","10,880,710","10,867,348","-32,032",,,,,,,,,,,"-129,480","146,153","16,673","-130,067",587,,,,,,,,,,,,,,,,,,
US48,30Jan2018,Eastern,"11,467,093","11,666,901","11,665,020","-14,407",,,,,,,,,,,"-126,655","148,865","22,210","-128,193","1,538",,,,,,,,,,,,,,,,,,
US48,31Jan2018,Eastern,"11,392,449","11,542,205","11,511,123","-44,508",,,,,,,,,,,"-130,959","153,049","22,090","-132,810","1,851",,,,,,,,,,,,,,,,,,
US48,01Feb2018,Eastern,"10,924,465","11,005,946","10,983,309","-40,464",,,,,,,,,,,"-133,517","153,586","20,069","-135,918","2,401",,,,,,,,,,,,,,,,,,
US48,02Feb2018,Eastern,"11,336,756","11,530,824","11,521,537","-29,797",,,,,,,,,,,"-114,431","150,849","36,418","-118,550","4,119",,,,,,,,,,,,,,,,,,
US48,03Feb2018,Eastern,"10,910,101","11,132,985","11,154,541","14,700",,,,,,,,,,,"-79,400","137,299","57,899","-82,827","3,427",,,,,,,,,,,,,,,,,,
US48,04Feb2018,Eastern,"10,293,912","10,494,988","10,511,530","3,142",,,,,,,,,,,"-89,908","142,832","52,924","-90,848",940,,,,,,,,,,,,,,,,,,
US48,05Feb2018,Eastern,"11,250,993","11,428,777","11,428,874","-6,838",,,,,,,,,,,"-103,649","154,246","50,597","-106,106","2,457",,,,,,,,,,,,,,,,,,
US48,06Feb2018,Eastern,"11,306,643","11,445,104","11,479,831","24,578",,,,,,,,,,,"-90,035","138,449","48,414","-94,123","4,088",,,,,,,,,,,,,,,,,,
US48,07Feb2018,Eastern,"11,201,580","11,465,218","11,503,830","201,073",,,,,,,,,,,"-80,835","122,958","42,123","-87,866","7,031",,,,,,,,,,,,,,,,,,
US48,08Feb2018,Eastern,"11,391,753","11,480,206","11,510,798","49,377",,,,,,,,,,,"-86,334","136,308","49,974","-91,230","4,896",,,,,,,,,,,,,,,,,,
US48,09Feb2018,Eastern,"11,026,949","11,088,197","11,130,562","29,259",,,,,,,,,,,"-88,308","127,476","39,168","-97,000","8,692",,,,,,,,,,,,,,,,,,
US48,10Feb2018,Eastern,"10,147,069","10,312,739","10,343,670","17,899",,,,,,,,,,,"-87,806","118,633","30,827","-93,398","5,592",,,,,,,,,,,,,,,,,,
US48,11Feb2018,Eastern,"10,025,182","10,349,100","10,339,968","-22,737",,,,,,,,,,,"-111,929","137,157","25,228","-111,013",-916,,,,,,,,,,,,,,,,,,
US48,12Feb2018,Eastern,"11,003,921","11,262,143","11,250,863","-28,458",,,,,,,,,,,"-134,159","157,033","22,874","-138,537","4,378",,,,,,,,,,,,,,,,,,
US48,13Feb2018,Eastern,"11,228,043","11,265,027","11,300,490","17,778",,,,,,,,,,,"-113,019","142,075","29,056","-120,251","7,232",,,,,,,,,,,,,,,,,,
US48,14Feb2018,Eastern,"10,620,762","10,585,397","10,545,897","1,744",,,,,,,,,,,"-102,598","142,626","40,028","-111,049","8,451",,,,,,,,,,,,,,,,,,
US48,15Feb2018,Eastern,"10,087,214","10,032,592","10,025,548","-18,929",,,,,,,,,,,"-104,761","142,715","37,954","-114,305","9,544",,,,,,,,,,,,,,,,,,
US48,16Feb2018,Eastern,"10,080,150","10,104,729","10,087,996","-33,811",,,,,,,,,,,"-116,385","156,359","39,974","-121,514","5,129",,,,,,,,,,,,,,,,,,
US48,17Feb2018,Eastern,"9,770,775","9,948,462","9,909,610","-48,789",,,,,,,,,,,"-111,959","146,648","34,689","-116,148","4,189",,,,,,,,,,,,,,,,,,
US48,18Feb2018,Eastern,"9,506,827","9,639,112","9,622,636","-28,178",,,,,,,,,,,"-96,117","139,619","43,502","-98,553","2,436",,,,,,,,,,,,,,,,,,
US48,19Feb2018,Eastern,"9,980,606","10,314,410","10,288,684","-47,714",,,,,,,,,,,"-155,652","165,294","9,642","-157,975","2,323",,,,,,,,,,,,,,,,,,
US48,20Feb2018,Eastern,"9,713,966","10,380,993","10,360,587","-38,508",,,,,,,,,,,"-158,860","165,914","7,054","-162,162","3,302",,,,,,,,,,,,,,,,,,
US48,21Feb2018,Eastern,"9,883,802","10,697,835","10,715,777","-10,827",,,,,,,,,,,"-147,064","156,041","8,977","-151,040","3,976",,,,,,,,,,,,,,,,,,
US48,22Feb2018,Eastern,"10,627,533","10,836,554","10,850,940","-17,237",,,,,,,,,,,"-161,287","169,625","8,338","-166,540","5,253",,,,,,,,,,,,,,,,,,
US48,23Feb2018,Eastern,"10,449,188","10,577,241","10,592,733","-14,898",,,,,,,,,,,"-152,730","164,044","11,314","-160,911","8,181",,,,,,,,,,,,,,,,,,
US48,24Feb2018,Eastern,"9,653,700","9,839,245","9,836,172","-22,951",,,,,,,,,,,"-123,553","145,581","22,028","-127,402","3,849",,,,,,,,,,,,,,,,,,
US48,25Feb2018,Eastern,"9,359,637","9,567,303","9,580,821","-4,736",,,,,,,,,,,"-91,209","134,356","43,147","-92,323","1,114",,,,,,,,,,,,,,,,,,
US48,26Feb2018,Eastern,"10,182,503","10,211,233","10,203,285","-14,985",,,,,,,,,,,"-118,965","141,017","22,052","-124,425","5,460",,,,,,,,,,,,,,,,,,
US48,27Feb2018,Eastern,"10,240,364","10,288,695","10,303,863","-3,204",,,,,,,,,,,"-122,332","145,659","23,327","-128,154","5,822",,,,,,,,,,,,,,,,,,
US48,28Feb2018,Eastern,"10,020,976","10,185,327","10,204,533","-2,565",,,,,,,,,,,"-126,514","148,747","22,233","-132,681","6,167",,,,,,,,,,,,,,,,,,
US48,01Mar2018,Eastern,"9,954,772","10,182,861","10,187,479","-16,749",,,,,,,,,,,"-137,416","152,173","14,757","-141,201","3,785",,,,,,,,,,,,,,,,,,
US48,02Mar2018,Eastern,"10,268,114","10,287,342","10,257,162","-44,340",,,,,,,,,,,"-143,515","157,326","13,811","-147,097","3,582",,,,,,,,,,,,,,,,,,
US48,03Mar2018,Eastern,"9,192,056","9,659,581","9,618,198","-54,651",,,,,,,,,,,"-151,566","165,005","13,439","-157,990","6,424",,,,,,,,,,,,,,,,,,
US48,04Mar2018,Eastern,"9,509,350","9,515,522","9,485,241","-38,973",,,,,,,,,,,"-138,750","160,867","22,117","-144,296","5,546",,,,,,,,,,,,,,,,,,
US48,05Mar2018,Eastern,"9,740,534","10,360,756","10,346,246","-35,897",,,,,,,,,,,"-151,764","171,986","20,222","-156,927","5,163",,,,,,,,,,,,,,,,,,
US48,06Mar2018,Eastern,"9,821,777","9,834,197","9,813,598","-38,565",,,,,,,,,,,"-148,215","165,273","17,058","-156,312","8,097",,,,,,,,,,,,,,,,,,
US48,07Mar2018,Eastern,"10,022,200","10,037,881","10,046,047","-8,547",,,,,,,,,,,"-129,230","146,160","16,930","-137,032","7,802",,,,,,,,,,,,,,,,,,
US48,08Mar2018,Eastern,"10,103,045","10,767,947","10,780,932","-12,723",,,,,,,,,,,"-137,966","161,206","23,240","-144,821","6,855",,,,,,,,,,,,,,,,,,
US48,09Mar2018,Eastern,"10,587,471","10,575,792","10,558,314","-28,980",,,,,,,,,,,"-123,710","153,771","30,061","-128,397","4,687",,,,,,,,,,,,,,,,,,
US48,10Mar2018,Eastern,"9,260,784","9,283,014","9,251,286","-64,715",,,,,,,,,,,"-145,715","159,306","13,591","-148,625","2,910",,,,,,,,,,,,,,,,,,
US48,11Mar2018,Eastern,"5,411,879","8,742,325","8,652,867","43,567",,,,,,,,,,,"-112,568","131,891","19,323","-115,274","2,706",,,,,,,,,,,,,,,,,,
US48,12Mar2018,Eastern,"10,196,668","10,583,908","10,566,498","20,280",,,,,,,,,,,"-136,878","148,017","11,139","-139,323","2,445",,,,,,,,,,,,,,,,,,
US48,13Mar2018,Eastern,"10,597,882","10,770,137","10,763,380","-28,283",,,,,,,,,,,"-145,560","155,135","9,575","-147,049","1,489",,,,,,,,,,,,,,,,,,
US48,14Mar2018,Eastern,"10,662,357","10,820,732","10,803,988","-31,668",,,,,,,,,,,"-136,029","154,982","18,953","-138,930","2,901",,,,,,,,,,,,,,,,,,
US48,15Mar2018,Eastern,"10,449,618","10,554,651","10,530,063","-35,961",,,,,,,,,,,"-137,078","155,032","17,954","-141,102","4,024",,,,,,,,,,,,,,,,,,
US48,16Mar2018,Eastern,"10,203,842","10,294,551","10,268,690","-37,061",,,,,,,,,,,"-141,760","157,084","15,324","-145,196","3,436",,,,,,,,,,,,,,,,,,
US48,17Mar2018,Eastern,"9,590,257","9,681,273","9,638,666","-49,553",,,,,,,,,,,"-151,775","169,314","17,539","-156,816","5,041",,,,,,,,,,,,,,,,,,
US48,18Mar2018,Eastern,"9,294,909","9,378,274","9,331,750","-53,921",,,,,,,,,,,"-146,228","170,666","24,438","-150,906","4,678",,,,,,,,,,,,,,,,,,
US48,19Mar2018,Eastern,"10,085,149","10,134,432","10,108,715","-35,793",,,,,,,,,,,"-140,657","158,523","17,866","-146,442","5,785",,,,,,,,,,,,,,,,,,
US48,20Mar2018,Eastern,"10,309,445","10,418,274","10,401,286","-32,954",,,,,,,,,,,"-144,194","163,814","19,620","-152,409","8,215",,,,,,,,,,,,,,,,,,
US48,21Mar2018,Eastern,"10,554,876","10,673,485","10,660,952","-25,189",,,,,,,,,,,"-142,061","163,208","21,147","-148,823","6,762",,,,,,,,,,,,,,,,,,
US48,22Mar2018,Eastern,"10,450,567","10,512,626","10,508,742","-13,361",,,,,,,,,,,"-124,762","157,126","32,364","-131,634","6,872",,,,,,,,,,,,,,,,,,
US48,23Mar2018,Eastern,"10,215,054","10,312,441","10,273,956","-44,358",,,,,,,,,,,"-129,365","158,548","29,183","-137,505","8,140",,,,,,,,,,,,,,,,,,
US48,24Mar2018,Eastern,"9,650,369","9,738,899","9,702,593","-40,541",,,,,,,,,,,"-127,517","160,284","32,767","-133,475","5,958",,,,,,,,,,,,,,,,,,
US48,25Mar2018,Eastern,"9,524,755","9,646,973","9,599,628","-56,358",,,,,,,,,,,"-129,631","160,669","31,038","-131,045","1,414",,,,,,,,,,,,,,,,,,
US48,26Mar2018,Eastern,"10,351,043","10,412,609","10,365,857","-51,446",,,,,,,,,,,"-134,983","165,707","30,724","-142,619","7,636",,,,,,,,,,,,,,,,,,
US48,27Mar2018,Eastern,"10,249,403","10,330,234","10,311,426","-29,799",,,,,,,,,,,"-116,752","152,134","35,382","-123,511","6,759",,,,,,,,,,,,,,,,,,
US48,28Mar2018,Eastern,"9,972,307","10,005,674","10,011,083","-4,484",,,,,,,,,,,"-108,591","140,952","32,361","-114,253","5,662",,,,,,,,,,,,,,,,,,
US48,29Mar2018,Eastern,"9,902,200","9,849,797","9,839,684","-20,612",,,,,,,,,,,"-112,135","142,015","29,880","-117,163","5,028",,,,,,,,,,,,,,,,,,
US48,30Mar2018,Eastern,"9,565,955","9,504,567","9,485,712","-23,158",,,,,,,,,,,"-102,227","140,305","38,078","-102,766",539,,,,,,,,,,,,,,,,,,
US48,31Mar2018,Eastern,"9,069,844","9,160,036","9,139,502","-24,805",,,,,,,,,,,"-95,278","133,980","38,702","-95,010",-268,,,,,,,,,,,,,,,,,,
US48,01Apr2018,Eastern,"8,976,479","8,986,868","8,966,870","-21,835",,,,,,,,,,,"-86,681","129,903","43,222","-86,067",-614,,,,,,,,,,,,,,,,,,
US48,02Apr2018,Eastern,"9,961,894","10,192,026","10,179,312","-17,651",,,,,,,,,,,"-93,307","137,939","44,632","-96,154","2,847",,,,,,,,,,,,,,,,,,
US48,03Apr2018,Eastern,"10,307,333","10,302,860","10,291,231","-35,508",,,,,,,,,,,"-118,218","146,908","28,690","-125,870","7,652",,,,,,,,,,,,,,,,,,
US48,04Apr2018,Eastern,"10,107,244","10,186,213","10,161,148","-36,735",,,,,,,,,,,"-118,533","151,788","33,255","-126,850","8,317",,,,,,,,,,,,,,,,,,
US48,05Apr2018,Eastern,"9,928,254","10,235,779","10,244,771","-8,484",,,,,,,,,,,"-95,902","131,627","35,725","-100,520","4,618",,,,,,,,,,,,,,,,,,
US48,06Apr2018,Eastern,"10,006,592","10,205,620","10,204,876","-19,928",,,,,,,,,,,"-93,709","131,445","37,736","-100,849","7,140",,,,,,,,,,,,,,,,,,
US48,07Apr2018,Eastern,"9,596,592","9,841,587","9,835,194","-25,186",,,,,,,,,,,"-85,282","132,480","47,198","-94,794","9,512",,,,,,,,,,,,,,,,,,
US48,08Apr2018,Eastern,"9,540,489","9,805,040","9,810,594","-3,809",,,,,,,,,,,"-75,889","121,474","45,585","-80,912","5,023",,,,,,,,,,,,,,,,,,
US48,09Apr2018,Eastern,"10,275,929","10,364,862","10,369,139","-10,708",,,,,,,,,,,"-105,508","135,195","29,687","-108,552","3,044",,,,,,,,,,,,,,,,,,
US48,10Apr2018,Eastern,"10,217,662","10,205,288","10,216,553","-2,331",,,,,,,,,,,"-85,445","120,353","34,908","-86,430",985,,,,,,,,,,,,,,,,,,
US48,11Apr2018,Eastern,"9,986,433","10,041,665","10,054,666",-344,,,,,,,,,,,"-91,712","126,082","34,370","-92,697",985,,,,,,,,,,,,,,,,,,
US48,12Apr2018,Eastern,"9,794,882","9,887,972","9,883,491","-13,584",,,,,,,,,,,"-82,070","124,491","42,421","-82,519",449,,,,,,,,,,,,,,,,,,
US48,13Apr2018,Eastern,"9,707,881","9,880,780","9,875,152","-16,733",,,,,,,,,,,"-82,178","117,743","35,565","-82,013",-165,,,,,,,,,,,,,,,,,,
US48,14Apr2018,Eastern,"9,135,970","9,310,975","9,309,598","-16,752",,,,,,,,,,,"-67,005","98,692","31,687","-67,423",418,,,,,,,,,,,,,,,,,,
US48,15Apr2018,Eastern,"8,511,928","9,328,781","9,351,116","4,701",,,,,,,,,,,"-47,934","85,792","37,858","-48,477",543,,,,,,,,,,,,,,,,,,
US48,16Apr2018,Eastern,"10,059,772","10,172,316","10,212,462","27,995",,,,,,,,,,,"-59,656","91,467","31,811","-60,263",607,,,,,,,,,,,,,,,,,,
US48,17Apr2018,Eastern,"10,124,225","10,209,624","10,229,359","4,102",,,,,,,,,,,"-77,889","117,498","39,609","-78,006",117,,,,,,,,,,,,,,,,,,
US48,18Apr2018,Eastern,"9,960,402","10,016,094","10,031,064","4,614",,,,,,,,,,,"-88,173","106,300","18,127","-88,287",114,,,,,,,,,,,,,,,,,,
US48,19Apr2018,Eastern,"9,867,282","9,921,710","9,942,743","10,459",,,,,,,,,,,"-87,506","114,219","26,713","-87,848",342,,,,,,,,,,,,,,,,,,
US48,20Apr2018,Eastern,"9,706,048","9,749,304","9,759,896","1,981",,,,,,,,,,,"-83,056","117,456","34,400","-83,689",633,,,,,,,,,,,,,,,,,,
US48,21Apr2018,Eastern,"9,062,147","9,137,980","9,140,928","-8,531",,,,,,,,,,,"-74,475","118,608","44,133","-76,559","2,084",,,,,,,,,,,,,,,,,,
US48,22Apr2018,Eastern,"8,713,456","8,885,808","8,882,125","-16,813",,,,,,,,,,,"-85,339","120,376","35,037","-87,072","1,733",,,,,,,,,,,,,,,,,,
US48,23Apr2018,Eastern,"9,606,541","9,663,299","9,632,437","-52,180",,,,,,,,,,,"-127,754","155,159","27,405","-131,198","3,444",,,,,,,,,,,,,,,,,,
US48,24Apr2018,Eastern,"9,726,096","9,746,574","9,708,638","-55,520",,,,,,,,,,,"-114,947","141,185","26,238","-119,654","4,707",,,,,,,,,,,,,,,,,,
US48,25Apr2018,Eastern,"9,724,829","9,786,750","9,738,109","-41,913",,,,,,,,,,,"-117,697","149,634","31,937","-122,214","4,517",,,,,,,,,,,,,,,,,,
US48,26Apr2018,Eastern,"9,587,844","9,665,017","9,633,119","-49,584",,,,,,,,,,,"-104,132","140,139","36,007","-110,181","6,049",,,,,,,,,,,,,,,,,,
US48,27Apr2018,Eastern,"9,593,166","9,604,479","9,570,309","-53,556",,,,,,,,,,,"-107,267","143,543","36,276","-111,752","4,485",,,,,,,,,,,,,,,,,,
US48,28Apr2018,Eastern,"8,927,013","9,054,268","8,992,722","-66,169",,,,,,,,,,,"-119,009","158,933","39,924","-121,964","2,955",,,,,,,,,,,,,,,,,,
US48,29Apr2018,Eastern,"8,822,475","8,949,053","8,886,475","-52,819",,,,,,,,,,,"-97,746","132,560","34,814","-99,549","1,803",,,,,,,,,,,,,,,,,,
US48,30Apr2018,Eastern,"9,674,469","9,794,265","9,668,886","37,560",,,,,,,,,,,"-108,523","136,610","28,087","-111,644","3,121",,,,,,,,,,,,,,,,,,
US48,01May2018,Eastern,"9,881,413","9,915,230","9,769,036","58,216",,,,,,,,,,,"-124,858","150,687","25,829","-128,029","3,171",,,,,,,,,,,,,,,,,,
US48,02May2018,Eastern,"10,193,827","10,331,363","10,186,309","41,656",,,,,,,,,,,"-128,640","150,569","21,929","-134,961","6,321",,,,,,,,,,,,,,,,,,
US48,03May2018,Eastern,"10,559,923","10,577,832","10,507,523","-58,058",,,,,,,,,,,"-123,470","151,581","28,111","-130,355","6,885",,,,,,,,,,,,,,,,,,
US48,04May2018,Eastern,"10,429,336","10,469,123","10,407,137","-76,945",,,,,,,,,,,"-113,957","148,297","34,340","-120,716","6,759",,,,,,,,,,,,,,,,,,
US48,05May2018,Eastern,"9,498,467","9,521,674","9,468,334","-70,220",,,,,,,,,,,"-113,557","138,273","24,716","-118,066","4,509",,,,,,,,,,,,,,,,,,
US48,06May2018,Eastern,"9,237,594","9,381,035","9,284,080","-115,016",,,,,,,,,,,"-142,619","157,418","14,799","-144,872","2,253",,,,,,,,,,,,,,,,,,
US48,07May2018,Eastern,"10,084,313","10,307,905","10,220,598","-99,265",,,,,,,,,,,"-143,350","161,450","18,100","-146,974","3,624",,,,,,,,,,,,,,,,,,
US48,08May2018,Eastern,"10,294,344","10,513,996","10,429,620","-97,723",,,,,,,,,,,"-153,002","165,257","12,255","-158,349","5,347",,,,,,,,,,,,,,,,,,
US48,09May2018,Eastern,"10,511,425","10,665,687","10,571,172","-107,392",,,,,,,,,,,"-158,105","167,445","9,340","-160,672","2,567",,,,,,,,,,,,,,,,,,
US48,10May2018,Eastern,"10,803,753","10,759,404","10,669,919","-106,176",,,,,,,,,,,"-149,671","157,938","8,267","-152,147","2,476",,,,,,,,,,,,,,,,,,
US48,11May2018,Eastern,"10,632,707","10,733,229","10,648,933","-108,676",,,,,,,,,,,"-147,271","165,384","18,113","-156,049","8,778",,,,,,,,,,,,,,,,,,
US48,12May2018,Eastern,"10,153,356","10,198,365","10,075,831","-142,719",,,,,,,,,,,"-173,431","187,369","13,938","-177,102","3,671",,,,,,,,,,,,,,,,,,
